     0     10      0 0.3618 0.9333
     0     10      1 0.3736 0.3668
     0     10      2 0.9039 0.6414
     0     10      3 0.2401 0.8495
     0     10      4 0.2133 0.8056
     0     10      5 0.4871 0.4815
     0     10      6 0.9961 0.7151
     0     10      7 0.8494 0.9696
     0     10      8 0.6746 0.9046
     0     10      9 0.8291 0.5836
     0     20      0 0.0556 0.1168
     0     20      1 0.1890 0.4640
     0     20      2 0.5477 0.9370
     0     20      3 0.5132 0.6256
     0     20      4 0.0279 0.7477
     0     20      5 0.8407 0.9841
     0     20      6 0.9255 0.8738
     0     20      7 0.2103 0.7794
     0     20      8 0.8475 0.6416
     0     20      9 0.2187 0.2477
     0     30      0 0.5424 0.4780
     0     30      1 0.6309 0.6966
     0     30      2 0.6426 0.8217
     0     30      3 0.7544 0.3604
     0     30      4 0.8898 0.2481
     0     30      5 0.3445 0.0721
     0     30      6 0.9802 0.6512
     0     30      7 0.8674 0.6456
     0     30      8 0.0741 0.6550
     0     30      9 0.6977 0.9054
     0     40      0 0.9383 0.1794
     0     40      1 0.5760 0.9200
     0     40      2 0.9293 0.5996
     0     40      3 0.7177 0.9500
     0     40      4 0.8225 0.2588
     0     40      5 0.6366 0.5690
     0     40      6 0.4121 0.3480
     0     40      7 0.0241 0.6633
     0     40      8 0.8257 0.5228
     0     40      9 0.0189 0.8114
     0     50      0 0.1787 0.7368
     0     50      1 0.2751 0.4580
     0     50      2 0.9723 0.9549
     0     50      3 0.3111 0.3568
     0     50      4 0.7779 0.5870
     0     50      5 0.1673 0.9744
     0     50      6 0.5695 0.8828
     0     50      7 0.4168 0.9253
     0     50      8 0.4475 0.3297
     0     50      9 0.4170 0.9866
   300     60      0 0.0242 0.2459
   300     60      1 0.1394 0.6201
   300     60      2 0.6316 0.8769
   300     60      3 0.6461 0.9574
   300     60      4 0.2192 0.8756
   300     60      5 0.8270 0.1949
   300     60      6 0.6468 0.0273
   300     60      7 0.7571 0.0251
   300     60      8 0.0021 0.9948
   300     60      9 0.4512 0.9657
   300     70      0 0.6133 0.1265
   300     70      1 0.4416 0.3918
   300     70      2 0.8302 0.5282
   300     70      3 0.6851 0.7320
   300     70      4 0.0558 0.8371
   300     70      5 0.2476 0.0668
   300     70      6 0.4391 0.2160
   300     70      7 0.2938 0.8598
   300     70      8 0.5860 0.6826
   300     70      9 0.2116 0.9839
   300     80      0 0.8180 0.4560
   300     80      1 0.0868 0.8883
   300     80      2 0.9300 0.2871
   300     80      3 0.8944 0.3873
   300     80      4 0.1786 0.3967
   300     80      5 0.5652 0.5829
   300     80      6 0.3481 0.5796
   300     80      7 0.0213 0.3246
   300     80      8 0.0612 0.8440
   300     80      9 0.2658 0.5972
   300     90      0 0.0225 0.6721
   300     90      1 0.7509 0.1307
   300     90      2 0.6924 0.7089
   300     90      3 0.8959 0.8316
   300     90      4 0.1493 0.3761
   300     90      5 0.7744 0.8023
   300     90      6 0.0012 0.7164
   300     90      7 0.7213 0.5970
   300     90      8 0.9455 0.7556
   300     90      9 0.2142 0.8919
   300    100      0 0.1739 0.6376
   300    100      1 0.9964 0.3865
   300    100      2 0.7644 0.9312
   300    100      3 0.8750 0.8212
   300    100      4 0.6114 0.5826
   300    100      5 0.4331 0.9139
   300    100      6 0.0126 0.3583
   300    100      7 0.1236 0.0369
   300    100      8 0.6159 0.5505
   300    100      9 0.3257 0.8798
