0.000000 10.000000 0.000000 0.664915 0.549090
0.000000 10.000000 1.000000 0.499909 0.014563
0.000000 10.000000 2.000000 0.295269 0.811489
0.000000 10.000000 3.000000 0.943275 0.217543
0.000000 10.000000 4.000000 0.125909 0.070957
0.000000 10.000000 5.000000 0.603780 0.109761
0.000000 10.000000 6.000000 0.612456 0.581468
0.000000 10.000000 7.000000 0.058994 0.304441
0.000000 10.000000 8.000000 0.362729 0.413043
0.000000 10.000000 9.000000 0.537312 0.083621
0.000000 20.000000 0.000000 0.086192 0.366684
0.000000 20.000000 1.000000 0.098106 0.525587
0.000000 20.000000 2.000000 0.731414 0.130607
0.000000 20.000000 3.000000 0.253479 0.353024
0.000000 20.000000 4.000000 0.320273 0.632825
0.000000 20.000000 5.000000 0.917645 0.998817
0.000000 20.000000 6.000000 0.091088 0.113428
0.000000 20.000000 7.000000 0.782892 0.991141
0.000000 20.000000 8.000000 0.249485 0.881476
0.000000 20.000000 9.000000 0.799318 0.845603
0.000000 30.000000 0.000000 0.783713 0.468799
0.000000 30.000000 1.000000 0.353957 0.562259
0.000000 30.000000 2.000000 0.707844 0.154466
0.000000 30.000000 3.000000 0.354573 0.047190
0.000000 30.000000 4.000000 0.954320 0.610345
0.000000 30.000000 5.000000 0.321391 0.043914
0.000000 30.000000 6.000000 0.427281 0.147781
0.000000 30.000000 7.000000 0.765357 0.000245
0.000000 30.000000 8.000000 0.729860 0.489674
0.000000 30.000000 9.000000 0.156654 0.759602
0.000000 40.000000 0.000000 0.593431 0.477822
0.000000 40.000000 1.000000 0.239219 0.738724
0.000000 40.000000 2.000000 0.391004 0.052820
0.000000 40.000000 3.000000 0.568664 0.414845
0.000000 40.000000 4.000000 0.055625 0.182571
0.000000 40.000000 5.000000 0.113532 0.445068
0.000000 40.000000 6.000000 0.239916 0.460085
0.000000 40.000000 7.000000 0.215505 0.099777
0.000000 40.000000 8.000000 0.245415 0.462132
0.000000 40.000000 9.000000 0.092471 0.290450
0.000000 50.000000 0.000000 0.002720 0.822517
0.000000 50.000000 1.000000 0.553558 0.252263
0.000000 50.000000 2.000000 0.613830 0.664856
0.000000 50.000000 3.000000 0.439501 0.513151
0.000000 50.000000 4.000000 0.411641 0.372914
0.000000 50.000000 5.000000 0.364339 0.563486
0.000000 50.000000 6.000000 0.548689 0.832127
0.000000 50.000000 7.000000 0.056993 0.064064
0.000000 50.000000 8.000000 0.336719 0.878678
0.000000 50.000000 9.000000 0.367816 0.391214
300.000000 60.000000 0.000000 0.487429 0.320821
300.000000 60.000000 1.000000 0.857130 0.512949
300.000000 60.000000 2.000000 0.457792 0.000744
300.000000 60.000000 3.000000 0.413811 0.192663
300.000000 60.000000 4.000000 0.441895 0.397829
300.000000 60.000000 5.000000 0.933577 0.349663
300.000000 60.000000 6.000000 0.753037 0.417969
300.000000 60.000000 7.000000 0.200489 0.722160
300.000000 60.000000 8.000000 0.037314 0.816011
300.000000 60.000000 9.000000 0.996544 0.946771
300.000000 70.000000 0.000000 0.100404 0.249085
300.000000 70.000000 1.000000 0.049663 0.204996
300.000000 70.000000 2.000000 0.767324 0.549455
300.000000 70.000000 3.000000 0.440412 0.926248
300.000000 70.000000 4.000000 0.800497 0.038224
300.000000 70.000000 5.000000 0.271192 0.975783
300.000000 70.000000 6.000000 0.266809 0.067572
300.000000 70.000000 7.000000 0.721504 0.244772
300.000000 70.000000 8.000000 0.268945 0.569908
300.000000 70.000000 9.000000 0.534568 0.368382
300.000000 80.000000 0.000000 0.774447 0.220389
300.000000 80.000000 1.000000 0.540863 0.112783
300.000000 80.000000 2.000000 0.712766 0.555294
300.000000 80.000000 3.000000 0.115568 0.439110
300.000000 80.000000 4.000000 0.141582 0.641977
300.000000 80.000000 5.000000 0.897115 0.938347
300.000000 80.000000 6.000000 0.332159 0.086399
300.000000 80.000000 7.000000 0.126896 0.442264
300.000000 80.000000 8.000000 0.156371 0.197423
300.000000 80.000000 9.000000 0.530353 0.721002
300.000000 90.000000 0.000000 0.690480 0.461374
300.000000 90.000000 1.000000 0.442366 0.054388
300.000000 90.000000 2.000000 0.400218 0.179732
300.000000 90.000000 3.000000 0.700487 0.173594
300.000000 90.000000 4.000000 0.618951 0.787215
300.000000 90.000000 5.000000 0.571787 0.086627
300.000000 90.000000 6.000000 0.096944 0.919138
300.000000 90.000000 7.000000 0.403571 0.101763
300.000000 90.000000 8.000000 0.335785 0.284102
300.000000 90.000000 9.000000 0.961247 0.405060
300.000000 100.000000 0.000000 0.139286 0.535437
300.000000 100.000000 1.000000 0.974113 0.596493
300.000000 100.000000 2.000000 0.312825 0.170478
300.000000 100.000000 3.000000 0.987045 0.920265
300.000000 100.000000 4.000000 0.952437 0.097247
300.000000 100.000000 5.000000 0.601799 0.380362
300.000000 100.000000 6.000000 0.859975 0.780337
300.000000 100.000000 7.000000 0.217616 0.007678
300.000000 100.000000 8.000000 0.616536 0.482284
300.000000 100.000000 9.000000 0.886272 0.327717
